400	1.518861	0.00E+00
419.993	1.515666	0.00E+00
439.985	1.512897	0.00E+00
459.978	1.510482	0
479.97	1.508361	0
499.963	1.50649	0
519.955	1.504831	0
539.948	1.503352	0
559.941	1.502029	0
579.933	1.500841	0
599.926	1.499769	0
619.918	1.498799	0
639.911	1.497919	0
659.903	1.497118	0
679.896	1.496386	0
699.888	1.495716	0
719.881	1.495101	0
739.874	1.494535	0
759.866	1.494013	0
779.859	1.493531	0
799.851	1.493085	0
819.844	1.492671	0
839.836	1.492286	0
859.829	1.491927	0
879.822	1.491593	0
899.814	1.491281	0
919.807	1.490989	0
939.799	1.490715	0
959.792	1.490459	0
979.784	1.490217	0
999.777	1.489991	0
1019.769	1.489777	0
1039.762	1.489576	0
1059.755	1.489385	0
1079.747	1.489206	0
1099.74	1.489036	0
1119.732	1.488875	0
1139.725	1.488722	0
1159.717	1.488578	0
1179.71	1.48844	0
1199.703	1.48831	0
1219.695	1.488185	0
1239.688	1.488067	0
1259.68	1.487954	0
1279.673	1.487847	0
1299.665	1.487744	0
1319.658	1.487647	0
1339.651	1.487553	0
1359.643	1.487464	0
1379.636	1.487378	0
1399.628	1.487296	0
1419.621	1.487217	0
1439.613	1.487142	0
1459.606	1.48707	0
1479.598	1.487001	0
1499.591	1.486934	0
1519.584	1.48687	0
1539.576	1.486809	0
1559.569	1.48675	0
1579.561	1.486693	0
1599.554	1.486638	0
1619.546	1.486585	0
1639.539	1.486534	0
1659.532	1.486485	0
1679.524	1.486438	0
1699.517	1.486393	0
1719.509	1.486349	0
1739.502	1.486306	0
1759.494	1.486265	0
1779.487	1.486225	0
1799.48	1.486187	0
1819.472	1.48615	0
1839.465	1.486114	0
1859.457	1.486079	0
1879.45	1.486045	0
1899.442	1.486013	0
1919.435	1.485981	0
1939.427	1.485951	0
1959.42	1.485921	0
1979.413	1.485892	0
1999.405	1.485864	0
2019.398	1.485837	0
2039.39	1.485811	0
2059.383	1.485785	0
2079.375	1.485761	0
2099.368	1.485736	0
2119.361	1.485713	0
2139.353	1.48569	0
2159.346	1.485668	0
2179.338	1.485646	0
2199.331	1.485626	0
2219.323	1.485605	0
2239.316	1.485585	0
2259.308	1.485566	0
2279.301	1.485547	0
2299.294	1.485529	0
2319.286	1.485511	0.00E+00
2339.279	1.485494	0.00E+00
2359.271	1.485477	0.00E+00
2379.264	1.48546	0.00E+00
2399.256	1.485444	0.00E+00
2419.249	1.485428	0.00E+00
2439.242	1.485413	0.00E+00
2459.234	1.485398	0.00E+00
2479.227	1.485383	0.00E+00
2499.219	1.485369	0.00E+00
2519.212	1.485355	0.00E+00
2539.204	1.485342	0.00E+00
2559.197	1.485328	0.00E+00
2579.19	1.485315	0.00E+00
2599.182	1.485303	0.00E+00
2619.175	1.48529	0.00E+00
2639.167	1.485278	0.00E+00
2659.16	1.485266	0.00E+00
2679.152	1.485255	0.00E+00
2699.145	1.485243	0.00E+00
2719.137	1.485232	0.00E+00
2739.13	1.485222	0.00E+00
2759.123	1.485211	0.00E+00
2779.115	1.485201	0.00E+00
2799.108	1.48519	0.00E+00
2819.1	1.485181	0.00E+00
2839.093	1.485171	0.00E+00
2859.085	1.485161	0.00E+00
2879.078	1.485152	0.00E+00
2899.071	1.485143	0.00E+00
2919.063	1.485134	0.00E+00
2939.056	1.485125	0.00E+00
2959.048	1.485117	0.00E+00
2979.041	1.485108	0.00E+00
2999.033	1.4851	0.00E+00
3019.026	1.485092	0.00E+00
3039.019	1.485084	0.00E+00
3059.011	1.485076	0.00E+00
3079.004	1.485069	0.00E+00
3098.996	1.485061	0.00E+00
3118.989	1.485054	0.00E+00
3138.981	1.485047	0.00E+00
3158.974	1.48504	0.00E+00
3178.966	1.485033	0.00E+00
3198.959	1.485026	0.00E+00
3218.952	1.485019	0.00E+00
3238.944	1.485013	0.00E+00
3258.937	1.485006	0.00E+00
3278.929	1.485	0.00E+00
3298.922	1.484994	0.00E+00
3318.914	1.484988	0.00E+00
3338.907	1.484982	0.00E+00
3358.9	1.484976	0.00E+00
3378.892	1.48497	0.00E+00
3398.885	1.484965	0.00E+00
3418.877	1.484959	0.00E+00
3438.87	1.484954	0.00E+00
3458.862	1.484948	0.00E+00
3478.855	1.484943	0.00E+00
3498.847	1.484938	0.00E+00
3518.84	1.484933	0.00E+00
3538.833	1.484928	0.00E+00
3558.825	1.484923	0.00E+00
