400	2.97415	0.0017656
404	2.958899	1.67E-03
408	2.944327	1.57E-03
412	2.930392	1.48E-03
416	2.917053	1.38E-03
420	2.904275	1.28E-03
424	2.892025	1.19E-03
428	2.880271	1.09E-03
432	2.868985	9.93E-04
436	2.858142	8.97E-04
440	2.847716	8.00E-04
444	2.837684	7.03E-04
448	2.828027	6.07E-04
452	2.818724	5.10E-04
456	2.809757	4.14E-04
460	2.80111	3.17E-04
464	2.792765	2.21E-04
468	2.784708	1.24E-04
472	2.776926	8.24E-05
476	2.769405	6.68E-05
480	2.762133	5.13E-05
484	2.755099	3.58E-05
488	2.748291	2.47E-05
492	2.7417	2.20E-05
496	2.735315	1.93E-05
500	2.729129	1.66E-05
504	2.723131	1.39E-05
508	2.717315	1.19E-05
512	2.711673	9.82E-06
516	2.706197	7.78E-06
520	2.700881	5.75E-06
524	2.695717	4.66E-06
528	2.690701	4.00E-06
532	2.685826	3.34E-06
536	2.681087	2.69E-06
540	2.676479	2.19E-06
544	2.671995	1.98E-06
548	2.667633	1.77E-06
552	2.663387	1.56E-06
556	2.659253	1.36E-06
560	2.655227	1.27E-06
564	2.651305	1.19E-06
568	2.647484	1.10E-06
572	2.643759	1.02E-06
576	2.640127	9.69E-07
580	2.636586	9.35E-07
584	2.633132	9.01E-07
588	2.629762	8.67E-07
592	2.626473	8.37E-07
596	2.623263	8.13E-07
600	2.620129	7.89E-07
604	2.617069	7.65E-07
608	2.61408	7.42E-07
612	2.61116	7.24E-07
616	2.608306	7.06E-07
620	2.605517	6.89E-07
624	2.602791	6.71E-07
628	2.600126	6.60E-07
632	2.597519	6.53E-07
636	2.59497	6.45E-07
640	2.592476	6.37E-07
644	2.590035	6.37E-07
648	2.587647	6.48E-07
652	2.585309	6.60E-07
656	2.583021	6.71E-07
660	2.58078	6.82E-07
664	2.578586	6.76E-07
668	2.576436	6.69E-07
672	2.574331	6.63E-07
676	2.572268	6.56E-07
680	2.570246	6.60E-07
684	2.568265	6.68E-07
688	2.566323	6.76E-07
692	2.564419	6.84E-07
696	2.562552	6.93E-07
700	2.560721	7.04E-07
704	2.558925	7.15E-07
708	2.557164	7.26E-07
712	2.555436	7.37E-07
716	2.55374	7.44E-07
720	2.552076	7.51E-07
724	2.550443	7.58E-07
728	2.54884	7.64E-07
732	2.547266	7.73E-07
736	2.545721	7.81E-07
740	2.544204	7.90E-07
744	2.542714	7.99E-07
748	2.54125	8.12E-07
752	2.539812	8.31E-07
756	2.5384	8.51E-07
760	2.537012	8.71E-07
764	2.535649	8.89E-07
768	2.534308	8.82E-07
772	2.532991	8.76E-07
776	2.531696	8.69E-07
780	2.530424	8.62E-07
784	2.529172	8.74E-07
788	2.527942	8.92E-07
792	2.526731	9.11E-07
796	2.525541	9.30E-07
800	2.524371	9.47E-07
804	2.523219	9.62E-07
808	2.522086	9.77E-07
812	2.520972	9.91E-07
816	2.519875	1.01E-06
820	2.518796	1.04E-06
824	2.517734	1.07E-06
828	2.516688	1.10E-06
832	2.515659	1.13E-06
836	2.514646	1.13E-06
840	2.513649	1.11E-06
844	2.512667	1.10E-06
848	2.5117	1.09E-06
852	2.510747	1.03E-06
856	2.50981	9.10E-07
860	2.508886	7.88E-07
864	2.507976	6.66E-07
868	2.50708	5.44E-07
872	2.506197	4.17E-07
876	2.505327	2.89E-07
880	2.504469	1.61E-07
884	2.503624	3.32E-08
888	2.502792	0
892	2.501971	0
896	2.501163	0
900	2.500365	0
904	2.49958	0
908	2.498805	0
912	2.498041	0
916	2.497288	0
920	2.496545	0
924	2.495813	0
928	2.49509	0
932	2.494378	0
936	2.493675	0
940	2.492982	0
944	2.492298	0
948	2.491624	0
952	2.490958	0
956	2.490301	0
960	2.489653	0
964	2.489014	0
968	2.488383	0
972	2.48776	0
976	2.487145	0
980	2.486539	0
984	2.48594	0
988	2.485349	0
992	2.484765	0
996	2.484189	0
1000	2.48362	0
1004	2.483058	0
1008	2.482503	0
1012	2.481955	0
1016	2.481414	0
1020	2.48088	0
1024	2.480352	0
1028	2.479831	0
1032	2.479316	0
1036	2.478807	0
1040	2.478305	0
1044	2.477808	0
1048	2.477318	0
1052	2.476833	0
1056	2.476354	0
1060	2.475881	0
1064	2.475413	0
1068	2.474951	0
1072	2.474494	0
1076	2.474043	0
1080	2.473597	0
1084	2.473156	0
1088	2.47272	0
1092	2.472289	0
1096	2.471863	0
1100	2.471441	0
1104	2.471025	0
1108	2.470613	0
1112	2.470206	0
1116	2.469803	0
1120	2.469405	0
1124	2.469012	0
1128	2.468622	0
1132	2.468237	0
1136	2.467856	0
1140	2.46748	0
1144	2.467107	0
1148	2.466739	0
1152	2.466374	0
1156	2.466013	0
1160	2.465657	0
1164	2.465304	0
1168	2.464954	0
1172	2.464609	0
1176	2.464267	0
1180	2.463928	0
1184	2.463594	0
1188	2.463262	0
1192	2.462935	0
1196	2.46261	0
1200	2.462289	0
1204	2.461971	0
1208	2.461657	0
1212	2.461345	0
1216	2.461037	0
1220	2.460732	0
1224	2.46043	0
1228	2.460131	0
1232	2.459835	0
1236	2.459542	0
1240	2.459252	0
1244	2.458964	0
1248	2.45868	0
1252	2.458398	0
1256	2.45812	0
1260	2.457843	0
1264	2.45757	0
1268	2.457299	0
1272	2.457031	0
1276	2.456765	0
1280	2.456502	0
1284	2.456242	0
1288	2.455983	0
1292	2.455728	0
1296	2.455475	0
1300	2.455224	0
1304	2.454975	0
1308	2.454729	0
1312	2.454485	0
1316	2.454244	0
1320	2.454004	0
1324	2.453767	0
1328	2.453532	0
1332	2.453299	0
1336	2.453069	0
1340	2.45284	0
1344	2.452614	0
1348	2.452389	0
1352	2.452167	0
1356	2.451946	0
1360	2.451728	0
1364	2.451511	0
1368	2.451297	0
1372	2.451084	0
1376	2.450873	0
1380	2.450664	0
1384	2.450457	0
1388	2.450252	0
1392	2.450048	0
1396	2.449847	0
1400	2.449647	0
1404	2.449448	0
1408	2.449252	0
1412	2.449057	0
1416	2.448864	0
1420	2.448672	0
1424	2.448482	0
1428	2.448294	0
1432	2.448107	0
1436	2.447922	0
1440	2.447738	0
1444	2.447556	0
1448	2.447376	0
1452	2.447197	0
1456	2.447019	0
1460	2.446843	0
1464	2.446669	0
1468	2.446495	0
1472	2.446324	0
1476	2.446153	0
1480	2.445984	0
1484	2.445817	0
1488	2.44565	0
1492	2.445485	0
1496	2.445322	0
1500	2.445159	0
1504	2.444998	0
1508	2.444839	0
1512	2.44468	0
1516	2.444523	0
1520	2.444367	0
1524	2.444212	0
1528	2.444059	0
1532	2.443907	0
1536	2.443755	0
1540	2.443606	0
1544	2.443457	0
1548	2.443309	0
1552	2.443163	0
1556	2.443017	0
1560	2.442873	0
1564	2.44273	0
1568	2.442588	0
1572	2.442447	0
1576	2.442307	0
1580	2.442168	0
1584	2.44203	0
1588	2.441893	0
1592	2.441758	0
1596	2.441623	0
1600	2.441489	0
1604	2.441356	0
1608	2.441225	0
1612	2.441094	0
1616	2.440964	0
1620	2.440835	0
1624	2.440707	0
1628	2.44058	0
1632	2.440454	0
1636	2.440329	0
1640	2.440205	0
1644	2.440081	0
1648	2.439959	0
1652	2.439837	0
1656	2.439716	0
1660	2.439597	0
1664	2.439478	0
1668	2.439359	0
1672	2.439242	0
1676	2.439126	0
1680	2.43901	0
